Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Age
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,42145,0
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,39505,0
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,36310,0
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,36110,0
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,40830,0
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,27645,0
regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,38520,0
regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,46170,0
regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,47310,0
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,30930,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,24515,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,30550,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,33935,10
regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,32025,10
regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,31735,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,20310,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,549,23850,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,29355,10
regular unleaded,195.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,14,549,20960,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,549,31965,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,27730,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,549,25215,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,15840,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,27060,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,32690,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,549,29380,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,549,26820,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,30825,10
regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,20,14,549,21465,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,28790,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,549,26555,10
regular unleaded,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,28915,10
regular unleaded,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,30675,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,16115,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,27850,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,29065,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,549,35520,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,549,24140,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,549,25325,10
regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,30255,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,29015,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,549,33755,10
regular unleaded,195.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,14,549,20715,10
regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,33495,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,549,27580,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,20750,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,549,25845,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,14,549,28845,10
regular unleaded,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,27430,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,31115,10
regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,33785,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,26245,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,14,549,30340,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,27560,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,26295,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,25850,10
regular unleaded,345.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Crew Cab Pickup,16,13,549,39125,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,32170,10
regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,45425,6
regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,48575,6
regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,39095,6
regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,42245,6
regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,46790,5
regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,40010,5
regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,43210,5
regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,49990,5
regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,51935,4
regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,48335,4
regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,41555,4
regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,45155,4
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,43360,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,38540,2
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,49965,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,36200,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,38840,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,42635,2
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,43660,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,30610,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,35390,2
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,46510,2
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,53115,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,40045,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,27060,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,26670,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,38665,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,30695,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,38965,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,37800,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,42935,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,33595,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,34675,2
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,23,16,549,40900,2
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,549,44150,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,35690,2
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,46810,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,30910,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,37500,2
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,52815,2
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,49665,2
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,33720,2
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,54240,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,36230,1
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,47570,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,34590,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,51390,1
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,549,44910,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,34465,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,27715,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,43505,1
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,47270,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,23,16,549,41660,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,39380,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,31955,1
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,44900,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,39535,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,28105,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,37070,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,40930,1
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,54540,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,44420,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,31390,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,40915,1
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,40775,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,31655,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,51090,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,38370,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,38670,1
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,35370,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,37625,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,44120,1
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,44840,0
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,52155,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,549,45330,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,32230,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,28205,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,45390,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,39160,0
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,41420,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,41405,0
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,44540,0
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,38115,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,32145,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,43995,0
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,52455,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,37560,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,47690,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,28595,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,20,15,549,55605,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,36210,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,34955,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,36720,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,40025,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,38860,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,41265,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,20,15,549,55305,0
regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,47990,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,32445,0
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,23,16,549,42080,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,39870,0
flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,35080,0
regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,16,13,549,34640,11
regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,549,31405,11
regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,549,33330,11
regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,16,13,549,36525,11
regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,16,13,549,33115,11
regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,549,29745,11
regular unleaded,325.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Extended Cab Pickup,13,10,549,38370,16
regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,17,13,549,4439,18
regular unleaded,200.0,8.0,AUTOMATIC,four wheel drive,3.0,Large,Extended Cab Pickup,16,12,549,4827,18
regular unleaded,200.0,8.0,AUTOMATIC,four wheel drive,3.0,Large,Extended Cab Pickup,16,12,549,4715,18
regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,17,13,549,4287,18
regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20,16,436,2000,27
regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,35970,15
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,26995,15
regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,33925,15
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,31355,15
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,33400,15
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,33740,14
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,28040,14
regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,36340,14
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,31690,14
regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,34290,14
regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,36795,13
regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,34740,13
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,32125,13
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,34185,13
regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,28465,13
premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,11,86,219900,16
premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,11,86,229990,15
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,26685,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,1385,23350,10
regular unleaded,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,1385,26930,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,1385,27135,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,1385,25845,10
regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,13,1385,31375,10
regular unleaded,195.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,24020,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,1385,28515,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,1385,31810,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,1385,29580,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,1385,31465,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,1385,20515,10
regular unleaded,195.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,19865,10
regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,13,1385,29380,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,26975,10
regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,20,14,1385,23940,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,1385,25960,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,1385,30755,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,1385,26460,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,1385,20075,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,1385,32330,10
regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,1385,24965,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,1385,27060,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,1385,24515,10
regular unleaded,195.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,23575,10
regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,13,1385,33425,10
flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,13,1385,33395,10
regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,1385,15840,10
regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,13,1385,33135,10
regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,1385,28410,10
